Tweets,Task A
" Jen Calleja, whose translation of Marion Poschmanns The Pine Islands from German is shortlisted, said translating was historically seen as an administrative task as womens work. But she said that awards like the Man Booker International Prize had helped chang\u2026 [+838 chars]',",0
"In the 2019 Lok Sabha polls, Punjab has stood out as one of the few states to have bucked the trend. The Congress is ahead on 8 of the 13 seats.The Bhartiya Janata Party(BJP) was a junior partner in the alliance with the Shiromani Akali Dal (SAD) contesting 3 of the 13 states. The SAD contested the other 10.",0
" The emphatic victory of political novice Sadhvi Pragya Singh Thakur from Bhopal has ruined former Chief Minister Digvijaya Singhs return to active politics\r\nBilled as an ideological battle, the emphatic victory of political novice Sadhvi Pragya Singh Thakur f\u2026 [+1856 chars]',",0
" By Rajendra ShendeThe climate of change is dawning upon the global platform. The mega mandate with which Prime Minister Narendra Modi of India would begin his second term May 30, 2019, has potential to disrupt the decades-long global inertia to act on climate\u2026 [+5238 chars]",0
"The Supreme Court’s vacation bench comprising Justices Indira Banerjee and Sanjiv Khanna on Wednesday had reasons to be disappointed with the West Bengal government for delaying the release of the detained Bharatiya Janata Party worker, Priyanka Sharma, even though it had ordered her immediate release on Tuesday morning",0
"A wide spectrum of civil society groups organised a national people’s platform on April 6, 2019, to dialogue with different political parties on ‘Jan Sarokar’ (People’s Agenda), with the objective of bringing the real issues of ordinary citizens to the centre of political debates.",0
" Balurghat Election Results 2019: Balurghat went to polls on Tue, Apr 23, 2019 (Image Source: data.indianexpress.com)\r\nBalurghat (West Bengal) Lok Sabha Election Results 2019 Live: The Balurghat Lok Sabha constituency went to polls on Tue, Apr 23, 2019. In the\u2026 [+2245 chars]",0
"Who is Pragya Thakur? Sadhvi Pragya or Pragya Thakur Singh, according to Wikipedia, was born in 1970 in Bhind in Madhya Pradesh. Her father, C P Thakur, was a 'Demonstrator' in the agriculture department of the Madhya Pradesh government. He was also an active member of the Rashtriya Swayamsevak Sangh. So, when in college, Pragya joined the student wing of the Sangh, namely the Akhil Bharatiya Vidyarthi Parishad. We therefore know the background she comes from, a background that is shared by many worthies in the BJP and in the present government. What she says and does is what has been taught to her and is fully in line with the thinking of the Parivar she belongs to",1
" GUANGZHOU, China--(BUSINESS WIRE)--NetEase and Marvel Entertainment today revealed the first content to come from their collaboration, MARVEL Super War. This free-to-play MOBA mobile game has officially begun its closed beta test (data resets) for Android and\u2026 [+3429 chars]",0
" The great Indian electoral war of 2019 ended with Narendra Modi securing a historic mandate to rule India for another five years. The divided opposition should not have expected anything better as it had no national narrative, no credible agenda and no altern\u2026 [+10283 chars]',",0
" Editor's note: This is a multi-part political diary that features interviews with and observations about young voters in Madhya Pradesh\r\nHe says some of the most absurd things. Did you see his aloo ki factory video? asked a young voter in Dewas, Madhya Prades\u2026 [+6056 chars]",0
" Prime Minister Narendra Modi on May 23 removed the \'chowkidar\' prefix from his Twitter handle but said the word remains an integral part of him.\r\nModi had added chowkidar in his Twitter handle on March 17, a day after launching the ""Main Bhi Chowkidar (I am a\u2026 [+2146 chars]',",0
Well some people are disgusting even they are the at their highest position “position don’t bring common sense” “Modi” is one classic example. Do your best and let his sins bite him. #2019Elections is all time low to attain a political power.,1
# Anna Saab's response to Kejriwal's slap,0
" NEW DELHI (Reuters) - Indian Prime Minister Narendra Modi is likely to return to power with an even bigger majority in parliament after a mammoth general election that ended on Sunday, exit polls showed, a far better showing than expected in recent weeks. \r\nM\u2026 [+5250 chars]",0
"“Check one grain of rice, and you will know if the whole vessel of rice is cooked.” This is an analogy that is often used to show that a small sample is enough to be sure of the result. But what happens if someone might have put some poison into the vessel? Is it enough to test one, or even five randomly selected grains? Let us see why this old parable becomes immensely significant as the counting process starts in one of the most vituperative Indian elections.",1
" Its Monday, its a new week, and while we wont pretend to know everything thats going to happen over the next seven days, we can give you a sense of whats coming up.\r\nFrom the European Union to Game of Thrones - heres your briefing on some of the most im\u2026 [+3335 chars]"",",0
" NEW DELHI (Reuters) - India\u2019s ruling Bharatiya Janata Party (BJP) is to meet coalition partners to discuss a new government, two BJP sources said on Monday, after exit polls predicted a clear general election victory for the party led by Prime Minister Narend\u2026 [+3348 chars]',",0
" Barrackpore Election Results 2019: Barrackpore went to polls on Mon, May 6, 2019 (Image Source: data.indianexpress.com)\r\nBarrackpore (West Bengal) Lok Sabha Election Results 2019 Live: The Barrackpore Lok Sabha constituency went to polls on Mon, May 6, 2019. \u2026 [+2247 chars]",0
" \u201cWe welcome not only the TRS but any party which is against the BJP. We are welcoming all such parties to be a part of our grand alliance,\u201d Naidu told reporters.\r\nTDP chief Chandrababu Naidu, who is spearheading an effort to cobble up an anti-BJP front, Frida\u2026 [+3017 chars]",0
" Shri Suresh Angadi Channabasappa took over as new Minister of State of Railways here today i.e.31st May, 2019. Shri V.K.Yadav, Chairman, Railway Board &amp; other Board Members were also present on this occasion.\r\nBrief Profile of Shri \r\nSuresh Angadi Channab\u2026 [+996 chars]",0
"BJP insiders say that apart from being a Punjabi and close to Haryana chief minister Manohar Lal Khattar, old association with RSS also helped Sanjay Bhatia get the ticket from Karnal Lok?Sabha seat .",0
" Thiruvallur Election Results 2019: Thiruvallur went to polls on Thu, Apr 18, 2019 (Image Source: data.indianexpress.com)\r\nThiruvallur (Tamil Nadu) Lok Sabha Election Results 2019 Live: The Thiruvallur Lok Sabha constituency went to polls on Thu, Apr 18, 2019.\u2026 [+2248 chars]",0
  Narendra Modi has secured a historic second election victory. \r\nIndian stocks and the rupee rose to welcome the news: another parliamentary majority for the BJP party could grant Mr Modi the opportunity to make promised reforms a \u2026 [+5796 chars],0
"In 2005, I joined one of Mumbai’s largest suburban Municipal hospitals as a visiting surgeon. This institution treats a large number of accident victims on a daily basis and has treated a number of those injured in the riots and bomb blasts that swept Mumbai in the past few decades.",0
All Indian citizens are ready to defeate bjp...... Because bjp do nothing fore the FARMERS ,1
"Real Name - Mohammad Nisar Orange T-shirt, Tilak on Forhead Now you can understand many things You can also connect this to the so called ""Bhagwa Goons"" doing Violence during Amit Shah Road Show in Kolkata, They were all TMC Goons",1
" \u201cThrough its outcome budget, the Kejriwal government is admitting that it has completely failed to run the city government,\u201d Tiwari said. (File Photo)\r\nThe outcome budget for 2019-20 is an admission by the AAP government of its \u201ccomplete failure\u201d to govern th\u2026 [+1456 chars]",0
" Congress spokesperson Jaiveer Shergill said that the party is not responsible for Aiyar\u2019s remarks and it is Modi who should be ashamed for accusing Rajiv Gandhi of misusing defence assets. (Express Archive)\r\nHours after a controversy erupted over Congress lea\u2026 [+2168 chars]',",0
 The editorial further says the mandate of 2019 is all about breaking the traditional frameworks of understanding electoral politics in Bharat.\r\nThe editorial in Organiser says the naysayers are still not willing to change. The likes of Amartya Sen are bent on\u2026 [+4600 chars],0
"  Many see the election as a referendum on Mr Modi who won a landslide in 2014\r\nIndians will finally find out on Thursday who won the general election after a long and bitter campaign.\r\nPrime Minister Narendra Modi, whose B\u2026 [+6713 chars]",0
" The exit polls conducted by different agencies of various media organisations came to one broad conclusion: the\xa0ruling BJPs election catchphrase 'phir ek baar Modi sarkar' may turn into a reality on 23 May, when the votes are counted.\r\nWhat should be noted at\u2026 [+4609 chars]",0
" Editor's note: Five people, including four\xa0journalists, were arrested by the Uttar Pradesh Police for posting/discussing/reporting an alleged\xa0salacious story about Chief Minister Yogi Adityanath. When Hema Srivastava made a declaration of her love for the chi\u2026 [+7868 chars]",0
